distance_km,traffic,weather,vehicle,package_weight_kg,time_of_day,delayed
17.799686150892434,Low,Clear,Bike,0.9477180274613934,Morning,0
93.11036992957216,Low,Clear,Van,17.651804614669604,Morning,0
81.19579719731286,Medium,Rainy,Bike,3.622670458398311,Morning,1
64.0735681380215,Medium,Cloudy,Truck,26.254072123876625,Afternoon,1
87.40313783839633,Medium,Clear,Truck,15.932719110566374,Evening,1
80.75986353611322,Low,Clear,Van,21.1408523172319,Evening,1
20.28386577083151,High,Cloudy,Bike,12.620284209294645,Evening,1
89.47078185201782,Low,Clear,Bike,17.037104365530936,Morning,0
54.85553970773377,Low,Rainy,Truck,28.3084457205156,Afternoon,1
81.12913520607813,High,Rainy,Van,2.9406541688982877,Morning,1
89.81694739250234,High,Cloudy,Bike,7.991164271749037,Evening,1
33.16434054724266,High,Rainy,Van,23.50965564386106,Afternoon,1
12.785088603712323,High,Clear,Bike,3.4127476030386426,Afternoon,1
24.337645929110284,Medium,Rainy,Truck,2.7320025651712703,Afternoon,1
43.85656328537312,Medium,Cloudy,Truck,11.165471263244138,Evening,0
82.16544706040432,Low,Cloudy,Van,3.218954774936753,Afternoon,0
86.35159715912165,Medium,Clear,Truck,17.75981404508299,Afternoon,1
2.681308792056689,Medium,Rainy,Bike,7.175119899089695,Morning,1
52.053235652601444,Low,Clear,Truck,26.923089914381485,Morning,0
42.90627830858034,Medium,Clear,Van,23.613252384935073,Afternoon,0
23.766565426131564,Medium,Clear,Van,21.141303579934547,Afternoon,1
13.746805998700914,Low,Cloudy,Van,18.699848807842805,Morning,0
35.08628679755554,Low,Cloudy,Bike,25.97223904507317,Morning,0
94.40515098342688,Medium,Cloudy,Bike,7.080330815511328,Morning,0
33.673887338034014,Low,Rainy,Bike,26.256710861544715,Evening,1
52.841480930849876,High,Clear,Bike,23.790022803509544,Evening,1
70.89585797172742,Medium,Cloudy,Bike,22.570744378436725,Morning,1
37.63570103317081,Medium,Clear,Truck,17.05704250321026,Afternoon,0
97.23464410665414,Medium,Rainy,Bike,7.7642027486327025,Morning,1
96.3198349043269,High,Rainy,Bike,12.994663521760941,Evening,1
26.674664990885688,Medium,Cloudy,Truck,23.910334308894647,Afternoon,0
50.730353577453776,Medium,Cloudy,Bike,1.437465288541071,Evening,0
31.48607436204343,Medium,Clear,Van,23.57049769328087,Afternoon,1
29.914368448991826,Low,Clear,Bike,7.582086844383212,Evening,0
5.6149208407442135,High,Rainy,Bike,4.757121421287289,Afternoon,1
61.73730473002989,High,Clear,Van,3.9131888863189137,Afternoon,1
51.26254427642843,Medium,Clear,Van,1.3038753525490459,Afternoon,0
7.044917622498956,High,Clear,Van,15.945801314032861,Afternoon,1
29.30735349518792,High,Rainy,Van,6.93866624446502,Evening,1
91.01005682473206,Medium,Clear,Bike,29.68823709049913,Evening,1
25.4770652853633,High,Clear,Van,17.44588429823007,Afternoon,1
16.199697464939863,Medium,Cloudy,Van,4.567615446002307,Afternoon,0
49.96637050720118,Medium,Rainy,Truck,20.81849495393528,Evening,1
98.59374450283887,Medium,Clear,Van,26.9834352120369,Afternoon,1
25.72141660812704,High,Clear,Van,22.482795113403625,Afternoon,1
67.8692836457761,Low,Clear,Truck,2.7549759006637062,Afternoon,1
76.63872230221432,High,Clear,Truck,26.92858334518346,Morning,1
25.288479311255166,High,Clear,Bike,23.92091688286896,Afternoon,1
73.36520216396224,Low,Cloudy,Truck,5.169965053115623,Morning,1
38.04274700648681,High,Cloudy,Bike,2.0276837176180975,Afternoon,1
63.96597139817079,Low,Cloudy,Truck,16.9406619717721,Evening,1
64.08591165456768,Medium,Clear,Truck,5.103056434529319,Morning,1
54.50591903932633,Medium,Rainy,Bike,25.120433101560526,Morning,1
10.848397465332013,Low,Clear,Truck,11.070872371814376,Afternoon,0
83.85964456774532,High,Rainy,Bike,27.430327119728975,Afternoon,1
33.43644636723011,High,Cloudy,Truck,17.18780107815967,Morning,1
20.278814019185713,Medium,Clear,Van,5.88883533507021,Evening,0
5.995963872366864,Low,Cloudy,Truck,4.618166587114103,Evening,0
59.9075084324477,Low,Clear,Bike,17.50593690795374,Afternoon,0
68.40130746054368,Medium,Cloudy,Truck,22.975566549942094,Evening,1
3.6256072349299027,High,Clear,Bike,23.554416608394373,Evening,1
52.185119713329534,Medium,Clear,Bike,8.634843431017797,Afternoon,0
24.19658596939792,Low,Rainy,Van,6.525279387908941,Evening,0
65.22693346012608,Medium,Clear,Van,0.9943109825252812,Afternoon,1
19.08791004248916,Medium,Rainy,Bike,20.536374960434497,Morning,1
69.71189833404166,High,Clear,Truck,2.7587636237893998,Afternoon,1
39.900063937452664,Low,Cloudy,Bike,12.912455452094811,Morning,0
93.79953889619998,High,Cloudy,Bike,18.249623838539733,Morning,1
15.47705252630734,Medium,Cloudy,Truck,28.14471387513047,Evening,1
35.424502402925334,High,Clear,Truck,9.698163040195174,Evening,1
13.12040508157773,Medium,Clear,Truck,7.868278792172334,Evening,1
92.61997459129915,Medium,Clear,Truck,19.797724551439902,Afternoon,0
87.97925663133614,High,Clear,Bike,18.767551445580658,Evening,1
27.27827951608525,Low,Cloudy,Bike,10.297238607589675,Morning,0
66.67843651134955,High,Rainy,Van,27.8790041475387,Evening,1
82.08777561971915,Medium,Rainy,Bike,25.423438660944164,Evening,1
56.409679536747305,Low,Cloudy,Truck,7.107485103019894,Afternoon,0
53.905756678888636,Medium,Cloudy,Van,7.554705090318434,Afternoon,0
25.701524508244265,Medium,Cloudy,Truck,15.612860233168877,Morning,0
11.124071244978122,Low,Clear,Bike,23.32037700105625,Afternoon,0
89.92714427942602,Medium,Rainy,Van,1.7991911919596995,Evening,1
90.24096960200639,Medium,Cloudy,Truck,20.953387035173847,Afternoon,1
64.04394281278026,Medium,Cloudy,Van,19.622958972771862,Morning,0
35.224919522772666,Low,Clear,Van,7.328662829433153,Evening,0
36.22253831204077,High,Clear,Bike,20.59991389061979,Morning,1
73.14365652928346,High,Clear,Truck,28.23540414193644,Afternoon,1
89.91680547535256,High,Rainy,Van,1.8801824266671714,Afternoon,1
88.9344695779815,Medium,Cloudy,Van,9.929735631115845,Morning,1
78.42780349404714,Low,Clear,Truck,13.426213141657481,Evening,0
64.9191013231202,High,Rainy,Van,27.028180588278342,Afternoon,1
10.245716569514785,Low,Clear,Van,28.886712674970124,Afternoon,0
17.83961398127215,Low,Clear,Van,13.601399771641802,Evening,0
90.05831047565377,Medium,Clear,Truck,22.62583815819464,Afternoon,1
61.430047846639816,Medium,Cloudy,Truck,16.18400020105225,Morning,0
2.9013110584297053,High,Rainy,Truck,16.364596574870607,Afternoon,1
11.944211200871147,Medium,Clear,Truck,8.703935694457515,Afternoon,0
67.02317337258947,Medium,Rainy,Bike,6.900209252984446,Evening,1
2.4960352169294313,Low,Clear,Van,8.996157704759213,Morning,0
17.75918903891487,High,Rainy,Truck,16.91167621408384,Evening,1
55.77591135792544,Medium,Cloudy,Van,1.3600779876516254,Afternoon,0
69.80572937388393,Medium,Rainy,Van,27.263843858513972,Afternoon,1
65.89220343125484,Low,Clear,Bike,5.110369431718398,Evening,1
23.97839232713486,High,Rainy,Truck,6.992615967705904,Evening,1
71.79356369205851,Medium,Cloudy,Truck,15.789147205205568,Evening,1
25.250410574686406,Low,Clear,Van,21.44838560694974,Morning,0
33.889170419608234,Low,Rainy,Truck,3.3240071149597203,Afternoon,0
75.15615770156637,Medium,Clear,Van,9.871993577641284,Evening,1
65.66402410662704,Medium,Rainy,Van,29.075900864443536,Afternoon,1
85.22389422842944,Low,Clear,Bike,8.239117520037897,Morning,0
66.44606344543365,High,Cloudy,Bike,9.734979279362832,Morning,1
57.694243126876216,Low,Cloudy,Bike,25.176705473231987,Morning,0
11.180127247153063,Medium,Clear,Van,1.9813257348684299,Morning,0
38.03614869982449,High,Clear,Truck,14.20608847986464,Afternoon,0
27.989832032809094,Medium,Clear,Bike,11.698694551324273,Morning,0
25.910985051150192,Medium,Clear,Truck,9.83930941730521,Morning,0
97.35503436573967,Medium,Clear,Bike,8.928138024320553,Evening,1
40.52357701734252,Low,Cloudy,Bike,3.1955360933820716,Morning,0
89.4205624073571,High,Clear,Van,9.78736196587364,Evening,1
63.85158534773176,Medium,Clear,Bike,1.7700458801122227,Morning,1
79.89150774708155,High,Cloudy,Bike,23.53843397751084,Morning,1
51.258435124308825,Low,Clear,Van,12.247719921761345,Evening,0
58.53658069338319,Low,Rainy,Truck,13.595163053437393,Morning,1
50.26673399424866,Low,Rainy,Bike,26.86104030027888,Afternoon,1
21.13381280420836,Medium,Cloudy,Van,19.91262202390601,Afternoon,0
72.80030729562752,Medium,Cloudy,Bike,0.7377435485925338,Morning,0
29.51569151920387,High,Rainy,Van,28.323657277357906,Afternoon,1
4.382964710282476,Medium,Clear,Truck,7.495761746342481,Evening,1
65.25628499890244,High,Clear,Truck,3.674618450415836,Morning,1
19.356846581890796,Low,Clear,Van,23.159781262236024,Morning,0
94.1649412665856,High,Cloudy,Van,15.264080818068186,Evening,1
95.48500054625356,High,Clear,Van,13.296231697531518,Evening,1
91.65671024160396,High,Cloudy,Truck,7.860340850640882,Evening,1
38.27555262503355,High,Rainy,Bike,16.6504089509384,Morning,1
3.514748419829008,High,Rainy,Truck,8.59434585347633,Evening,1
92.9752191335971,Medium,Cloudy,Van,27.096698655968495,Evening,1
43.9620465350968,Low,Clear,Van,6.848532152129187,Afternoon,0
96.73217226627962,Low,Rainy,Truck,26.588476938444728,Afternoon,1
96.43475775474678,High,Cloudy,Van,17.00246005895703,Morning,1
85.59492663580129,Medium,Clear,Truck,24.940399949909608,Afternoon,1
30.855991422819397,High,Clear,Van,21.52895687789817,Afternoon,1
39.73957740298867,Medium,Rainy,Bike,21.05250578738408,Evening,1
85.41139380865198,Low,Cloudy,Bike,10.068201327004143,Evening,1
33.05835650531521,Low,Rainy,Van,7.399959478430002,Afternoon,1
18.610289175237064,Medium,Rainy,Truck,6.72114371658325,Afternoon,1
56.56652372091831,Medium,Cloudy,Bike,25.787153883257865,Afternoon,1
93.74316786775654,Low,Cloudy,Truck,24.70259119764109,Morning,0
70.21092007414735,Medium,Clear,Van,13.496919076363065,Morning,1
57.865994668757764,Low,Clear,Truck,4.4059360981454105,Morning,0
11.523296389535316,Medium,Clear,Bike,11.776441433335021,Afternoon,0
62.270708216518635,Low,Cloudy,Truck,18.770631897038886,Afternoon,1
99.0252773102178,High,Cloudy,Truck,13.904893057158608,Morning,1
15.728233493179355,Medium,Rainy,Van,23.51558342024835,Morning,1
52.7963059316462,Medium,Clear,Van,29.92987325641587,Afternoon,0
87.98256104893963,Low,Cloudy,Van,6.138396609242457,Evening,1
74.59532453991204,Low,Cloudy,Bike,14.059699179957388,Morning,0
70.30754261753626,Medium,Cloudy,Bike,13.21402510666425,Afternoon,1
70.8434402307367,Medium,Cloudy,Van,9.48252971609405,Afternoon,1
37.23013281953601,Medium,Clear,Van,6.343817743248542,Evening,0
30.77200073792035,Low,Cloudy,Bike,2.4379174364449474,Afternoon,0
81.31739323689433,Medium,Clear,Bike,26.670019858099103,Afternoon,1
81.39111267855971,High,Clear,Bike,12.885536581746369,Morning,1
86.97308722085016,High,Clear,Bike,15.158417795751442,Morning,1
91.49757415053419,Low,Cloudy,Van,27.549790421927018,Evening,1
52.1115550883719,Medium,Rainy,Bike,23.40056908672046,Evening,1
51.14859687934556,Low,Cloudy,Van,4.349787291456934,Afternoon,0
80.23292753874397,Low,Cloudy,Truck,17.1798890444284,Morning,0
65.69646521622099,High,Cloudy,Truck,13.546442157326993,Evening,1
70.79275397125492,Low,Cloudy,Bike,24.0177266410735,Evening,1
79.9876816047379,Medium,Clear,Truck,21.864860154552503,Evening,1
89.2205234981215,Medium,Clear,Truck,20.86696879637662,Afternoon,1
35.12352537145051,Medium,Clear,Truck,10.546072646656958,Morning,0
38.80712935871451,Medium,Clear,Bike,24.24643004677801,Evening,1
11.210230104405163,Low,Clear,Bike,2.045543220048406,Morning,0
58.67145381762505,Medium,Clear,Truck,5.208934592248934,Evening,0
5.522342832080724,Medium,Clear,Van,10.400886552848396,Evening,0
47.6286057769811,Low,Rainy,Truck,2.7658195115437976,Morning,0
55.17917420134251,Medium,Clear,Bike,7.432331187273402,Morning,0
30.08104270857187,Low,Clear,Bike,24.989453998438584,Morning,0
59.90165953576305,Low,Clear,Bike,28.47342036480734,Afternoon,0
4.989024494026844,Medium,Cloudy,Truck,9.48576949533862,Evening,0
5.660122497423012,Low,Clear,Van,8.303216217670727,Afternoon,0
82.61485494464651,Medium,Clear,Bike,8.756833241269593,Morning,0
37.29868285830376,Medium,Cloudy,Bike,8.692713076849893,Evening,0
14.451930239884708,High,Clear,Truck,1.5599403744862033,Afternoon,0
53.17983948537083,Low,Clear,Van,27.844032216767687,Evening,0
77.45936820366386,Low,Clear,Truck,6.8040951763246875,Afternoon,0
23.150460694690633,Low,Clear,Bike,12.890120185401447,Morning,0
63.043266630262025,Medium,Clear,Van,0.7857630408585483,Afternoon,0
10.364051569389265,Medium,Clear,Van,25.809675181994187,Evening,1
7.0648086745235545,Low,Rainy,Bike,22.06914166142006,Evening,1
54.0727538936785,High,Cloudy,Van,28.429303037624244,Evening,1
54.98224191779044,Low,Cloudy,Van,23.55765663629377,Evening,0
64.46813034682424,Medium,Clear,Truck,9.754342105535924,Morning,0
73.15695070482083,Medium,Rainy,Bike,7.812264082488498,Afternoon,1
97.6335037873284,High,Clear,Bike,21.082631072822142,Morning,1
52.59743413351714,Medium,Clear,Bike,11.241326862809734,Morning,0
33.649734348242106,High,Cloudy,Bike,17.203342964702188,Morning,1
79.92824708733296,Medium,Clear,Bike,0.6845953952808718,Evening,1
28.541560623683274,High,Clear,Van,2.3256281995740196,Evening,1
45.019199229152335,Low,Cloudy,Truck,16.29335426485871,Evening,0
9.688725371542063,High,Rainy,Bike,17.19911357022087,Afternoon,1
4.484372854714836,Medium,Clear,Truck,22.667861861550637,Evening,1
96.33954463843665,High,Cloudy,Truck,4.392976928906871,Afternoon,1
83.92605181019617,Medium,Rainy,Van,15.638900970824974,Evening,1
70.2054721971824,Medium,Clear,Bike,6.2362055107348136,Evening,1
42.07738855259845,Medium,Clear,Van,3.2492855270994934,Morning,0
18.982843366942888,Medium,Clear,Bike,12.60962592478636,Morning,0
17.33083018176643,Low,Clear,Van,5.318431118627188,Morning,0
26.523804020130342,Low,Clear,Truck,7.0425683566733985,Afternoon,0
55.824213141199806,Low,Rainy,Bike,9.867860106150301,Afternoon,0
72.03040042460611,Low,Cloudy,Truck,8.151957821924288,Evening,0
66.69934291833766,High,Cloudy,Truck,3.083943273475419,Afternoon,1
29.4335219007024,Low,Clear,Van,3.1525292233612174,Evening,0
95.57679750499302,High,Rainy,Bike,6.200857749407961,Afternoon,1
74.31389783618532,Medium,Rainy,Truck,1.9914960448063992,Afternoon,1
56.32669714611727,Low,Rainy,Van,18.98048208046935,Afternoon,0
61.94863313096652,High,Clear,Bike,8.976138137012608,Morning,1
43.12080611792341,Medium,Cloudy,Bike,8.752506049187595,Afternoon,0
26.27763697111343,Medium,Clear,Truck,10.293949680014073,Morning,0
36.88532250782364,Medium,Clear,Bike,20.05249008918679,Morning,1
76.26891882550818,Medium,Clear,Truck,26.18369950376297,Afternoon,1
3.410561885716075,Low,Cloudy,Bike,22.893064510391333,Evening,0
13.37511876967779,High,Cloudy,Van,21.962112291640302,Evening,1
6.508258918131769,High,Clear,Truck,14.789539975225054,Evening,1
5.991422627259073,Medium,Clear,Truck,20.967263930538646,Afternoon,0
85.83513723307871,Low,Clear,Bike,16.8064898569907,Evening,1
70.95847021924232,Medium,Clear,Bike,6.879390581502602,Morning,1
48.469035250557866,Low,Clear,Truck,6.653356848360996,Evening,0
11.587747743798145,Low,Clear,Bike,9.243564202820862,Afternoon,0
50.17835576144957,Low,Cloudy,Van,27.36867879360949,Evening,1
48.400233536495435,Medium,Clear,Bike,16.648737791201913,Morning,0
18.973783251181487,High,Clear,Van,22.150208621555148,Afternoon,1
44.51746162532136,Medium,Clear,Van,10.723483414588154,Evening,1
41.053463970942595,Medium,Rainy,Van,12.527615234624145,Afternoon,1
62.35330960911721,Medium,Cloudy,Van,4.204184569798915,Afternoon,0
64.23917778502909,Medium,Cloudy,Van,5.553201255739276,Afternoon,1
6.439792957660362,Medium,Clear,Bike,24.907018367371293,Evening,1
38.71203623339418,High,Cloudy,Van,17.75273963482202,Afternoon,1
63.33427173999517,Low,Clear,Bike,10.457207743572658,Evening,1
51.30735334084859,High,Cloudy,Van,24.184110665368607,Morning,1
85.93600443645558,Medium,Rainy,Truck,7.772337216320498,Evening,1
66.55197589865661,Medium,Cloudy,Van,29.29296460870601,Morning,1
17.96757385398011,Medium,Rainy,Truck,10.672119428512008,Evening,1
8.915737245242124,Medium,Cloudy,Van,10.450673147461213,Afternoon,0
64.95708926421892,High,Clear,Van,9.701401213332804,Evening,1
4.598108433078938,High,Rainy,Van,4.102289719766494,Afternoon,1
59.4060069647994,Medium,Clear,Truck,3.778545846294366,Morning,0
94.14256365964584,Low,Cloudy,Truck,19.61909851875664,Evening,1
58.39646943183614,Medium,Clear,Van,26.315982314462385,Afternoon,0
40.04065276823915,High,Clear,Bike,23.820355053014367,Morning,1
65.0422454073506,Low,Clear,Van,4.662674023629857,Morning,0
46.90878326816863,Medium,Clear,Truck,16.59467259286596,Evening,0
55.470445352961626,Medium,Clear,Van,3.61495060631088,Morning,0
94.26355126009946,Medium,Cloudy,Truck,1.8361919865857845,Afternoon,1
39.838058504475875,Low,Clear,Truck,19.863382851850634,Morning,0
96.1966752547436,Medium,Clear,Truck,16.286993843570336,Morning,0
90.72436291169424,High,Cloudy,Van,2.91969871373839,Afternoon,1
21.18753120935105,Low,Clear,Truck,1.530707768976659,Morning,0
8.797407485766215,Low,Cloudy,Truck,29.697814195575372,Morning,0
11.876244134987811,High,Cloudy,Van,1.3856292983976204,Morning,1
3.7857389138518736,Low,Rainy,Truck,13.61358346497971,Morning,0
11.255410154080982,High,Cloudy,Van,15.38626122592702,Afternoon,1
68.93466379480297,Medium,Clear,Truck,3.959764360113129,Morning,1
8.97648754910244,Low,Cloudy,Bike,5.48732246397163,Afternoon,0
33.25961176878861,High,Clear,Bike,10.878247689105399,Morning,1
84.79778047500655,Medium,Clear,Truck,22.969438348303047,Morning,1
4.280649702110935,Medium,Cloudy,Bike,15.458931509777868,Morning,0
81.81791129371571,Medium,Clear,Van,19.318105299312364,Morning,0
29.621767927793194,Medium,Cloudy,Bike,29.562649375174907,Afternoon,1
13.580153106922314,Low,Rainy,Truck,23.156160341739685,Afternoon,1
70.28024220568676,Medium,Rainy,Truck,13.313664195165922,Afternoon,1
63.63639898442863,High,Rainy,Van,13.670036692998188,Evening,1
87.9922573256512,Low,Clear,Truck,18.753776272709647,Morning,1
74.0369622927808,Medium,Clear,Van,20.128273648357677,Morning,1
80.74113117771516,Medium,Cloudy,Bike,15.270972312181804,Afternoon,0
29.639388111988037,High,Clear,Bike,19.523406073041908,Evening,1
19.389075290412837,Low,Cloudy,Van,1.1942085852159137,Morning,0
75.56024566080411,High,Cloudy,Van,13.173874484956901,Afternoon,1
81.06980444819187,Medium,Cloudy,Truck,8.728673244167565,Morning,1
99.06950391606598,Low,Clear,Bike,4.310646134671757,Morning,1
42.4365323373198,Low,Clear,Van,3.4366221278588664,Afternoon,0
38.45777240769275,Low,Clear,Bike,18.29416888563269,Afternoon,0
78.08847015271569,Medium,Clear,Van,15.946216141002045,Morning,1
35.39874694479575,Medium,Rainy,Bike,7.980731451392891,Morning,0
93.21421790914934,High,Clear,Truck,14.393026733789178,Afternoon,1
86.12444968061516,Medium,Clear,Bike,15.020853297881045,Morning,0
44.0414146827518,Low,Clear,Bike,6.252764922939166,Morning,0
75.58536464356675,Medium,Cloudy,Bike,19.736745325508693,Afternoon,1
75.94520166029886,Medium,Cloudy,Bike,23.53712101338967,Morning,1
12.106139145921397,Low,Clear,Bike,23.84817445624081,Morning,0
90.45018485459754,Low,Clear,Truck,18.272860005751923,Evening,0
51.51473249989,Low,Clear,Van,15.593338184310914,Afternoon,0
82.99283167855867,Medium,Clear,Bike,2.2997107186591492,Evening,1
